id,materialId,judulMateri,mode,indicator,difficulty,difficultyLabel,questionType,question,optA,optB,optC,optD,optE,correct,hint1,hint2,hint3,explanation,remedialMaterialId
M1F-F46-SD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,2,Sedang,PG,"Tabel transaksi: kaos 2 buah @ Rp80.000 diskon 25%, topi 1 buah @ Rp50.000 diskon 10%, stiker 4 buah @ Rp5.000 diskon 0%. Total bayar adalah ....",Rp215.000,Tidak dapat ditentukan,Rp205.000,Rp175.000,Rp185.000,E,Hitung harga setelah diskon tiap jenis barang.,Jumlahkan subtotal lalu tambahkan/kurangi biaya tambahan sesuai soal.,,Subtotal setelah diskon = Rp185.000. Voucher = Rp0. Ongkir = Rp0. Biaya layanan = Rp0. Total = Rp185.000.,R1/R2
M1F-F46-SD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,2,Sedang,PG,"Tabel transaksi: botol 2 buah @ Rp30.000 diskon 10%, snack 3 buah @ Rp8.000 diskon 0%, roti 1 buah @ Rp20.000 diskon 25%. Total bayar adalah ....",Rp83.000,Rp78.000,Rp113.000,Tidak dapat ditentukan,Rp93.000,E,Hitung harga setelah diskon tiap jenis barang.,Jumlahkan subtotal lalu tambahkan/kurangi biaya tambahan sesuai soal.,,Subtotal setelah diskon = Rp93.000. Voucher = Rp0. Ongkir = Rp0. Biaya layanan = Rp0. Total = Rp93.000.,R1/R2
M1F-F47-SD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,2,Sedang,PG,Paket A berisi 5 produk seharga Rp70.000. Paket B berisi 3 produk seharga Rp45.000. Paket yang lebih hemat per produk adalah ....,Paket A lebih hemat Rp1.000 per unit,Paket B lebih hemat Rp1.000 per unit,Tidak dapat ditentukan,Keduanya sama,Paket A lebih hemat Rp2.000 per unit,A,Harga per unit = total harga ÷ jumlah unit.,"Jika ada diskon/ongkir, gunakan total akhir terlebih dahulu.",,Paket A = Rp14.000 per produk. Paket B = Rp15.000 per produk. Paket A lebih hemat Rp1.000 per unit.,R3
M1F-F47-SD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,2,Sedang,PG,Paket A berisi 6 produk seharga Rp48.000. Paket B berisi 10 produk seharga Rp75.000. Paket yang lebih hemat per produk adalah ....,Paket A lebih hemat Rp1.000 per unit,Paket B lebih hemat Rp500 per unit,Keduanya sama,Tidak dapat ditentukan,Paket B lebih hemat Rp1.000 per unit,B,Harga per unit = total harga ÷ jumlah unit.,"Jika ada diskon/ongkir, gunakan total akhir terlebih dahulu.",,Paket A = Rp8.000 per produk. Paket B = Rp7.500 per produk. Paket B lebih hemat Rp500 per unit.,R3
M1F-F47-SD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,2,Sedang,PG,Paket A berisi 4 produk seharga Rp52.000. Paket B berisi 6 produk seharga Rp78.000. Paket yang lebih hemat per produk adalah ....,Tidak dapat ditentukan,Paket A lebih hemat Rp1.000 per unit,Keduanya sama,Semua pilihan salah,Paket A lebih hemat Rp2.600 per unit,C,Harga per unit = total harga ÷ jumlah unit.,"Jika ada diskon/ongkir, gunakan total akhir terlebih dahulu.",,Paket A = Rp13.000 per produk. Paket B = Rp13.000 per produk. Keduanya sama.,R3
M1F-F48-SD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,2,Sedang,PG,Opsi A: harga Rp500.000 diskon 10%. Opsi B memiliki total akhir Rp480.000. Pilihan yang lebih hemat adalah ....,Opsi A lebih hemat Rp30.000,Tidak dapat ditentukan,Opsi B lebih hemat Rp30.000,Keduanya sama,Opsi A lebih hemat Rp60.000,A,Hitung total akhir setiap opsi.,"Untuk mengambil keputusan, bandingkan total yang benar-benar dibayar.",,Total A = Rp450.000. Total B = Rp480.000. Opsi A lebih hemat Rp30.000.,R1/R2
M1F-F48-SD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,2,Sedang,PG,Opsi A: harga Rp300.000 diskon 20% dan ongkir Rp15.000. Opsi B memiliki total akhir Rp250.000. Pilihan yang lebih hemat adalah ....,Opsi A lebih hemat Rp10.000,Keduanya sama,Opsi B lebih hemat Rp10.000,Tidak dapat ditentukan,Opsi B lebih hemat Rp5.000,E,Hitung total akhir setiap opsi.,"Untuk mengambil keputusan, bandingkan total yang benar-benar dibayar.",,Total A = Rp255.000. Total B = Rp250.000. Opsi B lebih hemat Rp5.000.,R1/R2
M1F-F48-SD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,2,Sedang,PG,Opsi A: harga Rp400.000 diskon 25%. Opsi B memiliki total akhir Rp310.000. Pilihan yang lebih hemat adalah ....,Tidak dapat ditentukan,Opsi B lebih hemat Rp10.000,Opsi A lebih hemat Rp10.000,Keduanya sama,Opsi A lebih hemat Rp20.000,C,Hitung total akhir setiap opsi.,"Untuk mengambil keputusan, bandingkan total yang benar-benar dibayar.",,Total A = Rp300.000. Total B = Rp310.000. Opsi A lebih hemat Rp10.000.,R1/R2
M1F-F49-SD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,2,Sedang,PG,"Siswa memiliki uang Rp250.000. Ia membeli barang seharga Rp300.000 diskon 20%, ongkir Rp15.000. Kesimpulan yang tepat adalah ....",Tidak dapat ditentukan,Uang kurang Rp10.000,Uang tepat cukup,Uang cukup dan sisa Rp5.000,Uang kurang Rp5.000,E,Hitung total bayar lengkap terlebih dahulu.,Bandingkan total bayar dengan uang yang tersedia.,,Total bayar = Rp255.000. Uang tersedia = Rp250.000. Uang kurang Rp5.000.,R1/R2
M1F-F49-SD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,2,Sedang,PG,"Siswa memiliki uang Rp300.000. Ia membeli barang seharga Rp350.000 dengan voucher Rp60.000, dan biaya/PPN 5000%. Kesimpulan yang tepat adalah ....",Uang kurang Rp14.490.000,Uang tepat cukup,Tidak dapat ditentukan,Uang cukup dan sisa Rp5.000,Uang kurang Rp28.980.000,A,Hitung total bayar lengkap terlebih dahulu.,Bandingkan total bayar dengan uang yang tersedia.,,Total bayar = Rp14.790.000. Uang tersedia = Rp300.000. Uang kurang Rp14.490.000.,R1/R2
M1F-F49-SD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,2,Sedang,PG,"Siswa memiliki uang Rp500.000. Ia membeli barang seharga Rp600.000 diskon 25%, ongkir Rp20.000, dan biaya/PPN 5000%. Kesimpulan yang tepat adalah ....",Uang kurang Rp22.470.000,Tidak dapat ditentukan,Uang cukup dan sisa Rp5.000,Uang tepat cukup,Uang kurang Rp44.940.000,A,Hitung total bayar lengkap terlebih dahulu.,Bandingkan total bayar dengan uang yang tersedia.,,Total bayar = Rp22.970.000. Uang tersedia = Rp500.000. Uang kurang Rp22.470.000.,R1/R2
M1F-F50-SD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,2,Sedang,PG,Toko A menjual sepatu Rp300.000 diskon 25% dengan ongkir Rp20.000. Toko B menjual sepatu sama Rp260.000 diskon 10% dengan ongkir Rp10.000. Pilihan lebih hemat adalah ....,Keduanya sama,Toko A lebih hemat Rp1.000,Toko B lebih hemat Rp1.000,Toko A lebih hemat Rp5.000,Toko B lebih hemat Rp2.000,C,Hitung total akhir kedua toko.,Toko A = 75% × Rp300.000 + Rp20.000.,,Toko A = Rp245.000. Toko B = Rp244.000. Toko B lebih hemat Rp1.000.,R1/R2
M1F-F50-SD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,2,Sedang,PG,Sebuah transaksi terdiri dari 2 tas @Rp120.000 diskon 20% dan 3 dompet @Rp50.000 diskon 10%. Total pembayaran adalah ....,Rp337.000,Rp390.000,Rp385.000,Rp350.000,Rp327.000,E,Hitung setiap jenis barang setelah diskon.,"Tas total awal Rp240.000, dompet total awal Rp150.000.",,Tas setelah diskon = Rp192.000. Dompet setelah diskon = Rp135.000. Total = Rp327.000.,R1/R2
M1F-F50-SD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,2,Sedang,PG,"Barang Rp400.000 mendapat diskon 20%, lalu dikenakan PPN 11% dan ongkir Rp20.000. Total bayar adalah ....",Rp320.000,Rp444.000,Rp355.200,Rp375.200,Rp340.000,D,Hitung subtotal setelah diskon.,PPN dihitung dari harga setelah diskon.,,Subtotal = Rp320.000. PPN = Rp35.200. Total = Rp375.200.,R1/R2
M1F-PRE-SD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRETEST,I1,2,Sedang,PG,"Siswa memiliki uang Rp300.000. Ia membeli barang seharga Rp350.000 dengan voucher Rp60.000, dan biaya/PPN 5000%. Kesimpulan yang tepat adalah ....",Uang kurang Rp14.490.000,Uang tepat cukup,Tidak dapat ditentukan,Uang cukup dan sisa Rp5.000,Uang kurang Rp7.245.000,A,,,,Total bayar = Rp14.790.000. Uang tersedia = Rp300.000. Uang kurang Rp14.490.000.,R1/R2
M1F-PRE-SD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRETEST,I1,2,Sedang,PG,Harga barang Rp180.000 mendapat diskon 20% dan biaya layanan 5000% dari harga setelah promo. Total/harga akhir adalah ....,Rp7.344.000,Rp7.200.000,Rp180.000,Rp144.000,Rp14.544.000,A,,,,Subtotal = Rp144.000. Biaya layanan = Rp7.200.000. Ongkir = Rp0. Total = Rp7.344.000.,R1/R2
M1F-POST-SL-V02,M1F,"Promo, Transaksi, dan Keputusan",POSTTEST,I3,3,Sulit,PG,"Toko A menjual barang seharga Rp275.000 diskon 16%. Toko B menjual barang sama seharga Rp260.000 diskon 12,5%. Pilihan yang tepat adalah ....",Toko A lebih hemat Rp11.500,Toko A lebih hemat Rp5.000,Tidak dapat ditentukan,Keduanya sama,Toko B lebih hemat Rp3.500,E,,,,Toko A = Rp231.000. Toko B = Rp227.500. Toko B lebih hemat Rp3.500.,M1F/R1
M1F-F41-SL-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,3,Sulit,PG,Harga barang Rp300.000 mendapat diskon 20% mendapat potongan/voucher Rp25.000 serta ongkir Rp18.000. Total/harga akhir adalah ....,Rp233.000,Rp215.000,Rp276.000,Rp300.000,Rp251.000,A,"Baca komponen promo: potongan mengurangi, biaya tambahan menambah.",Subtotal setelah promo adalah Rp215.000.,,Subtotal = Rp215.000. Biaya layanan = Rp0. Ongkir = Rp18.000. Total = Rp233.000.,R1/R2
M1F-F41-SL-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,3,Sulit,PG,Harga barang Rp400.000 mendapat diskon 25% dan biaya layanan 2% dari harga setelah promo. Total/harga akhir adalah ....,Rp306.000,Rp400.000,Rp300.000,Rp6.000,Rp312.000,A,"Baca komponen promo: potongan mengurangi, biaya tambahan menambah.",Subtotal setelah promo adalah Rp300.000.,,Subtotal = Rp300.000. Biaya layanan = Rp6.000. Ongkir = Rp0. Total = Rp306.000.,R1/R2
M1F-F41-SL-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,3,Sulit,PG,Harga barang Rp500.000 mendapat diskon 30% mendapat potongan/voucher Rp25.000 serta ongkir Rp20.000. Total/harga akhir adalah ....,Rp345.000,Rp325.000,Rp500.000,Rp390.000,Rp365.000,A,"Baca komponen promo: potongan mengurangi, biaya tambahan menambah.",Subtotal setelah promo adalah Rp325.000.,,Subtotal = Rp325.000. Biaya layanan = Rp0. Ongkir = Rp20.000. Total = Rp345.000.,R1/R2
M1F-F42-SL-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,3,Sulit,PG,Toko A menjual barang seharga Rp500.000 diskon 22%. Toko B menjual barang sama seharga Rp470.000 diskon 17%. Pilihan yang tepat adalah ....,Tidak dapat ditentukan,Keduanya sama,Toko A lebih hemat Rp200,Toko B lebih hemat Rp100,Toko A lebih hemat Rp100,E,Hitung total akhir masing-masing toko.,"Bandingkan harga setelah diskon dan biaya tambahan, bukan hanya diskon.",,Toko A = Rp390.000. Toko B = Rp390.100. Toko A lebih hemat Rp100.,M1F/R1
M1F-F42-SL-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,3,Sulit,PG,"Toko A menjual barang seharga Rp275.000 diskon 16%. Toko B menjual barang sama seharga Rp260.000 diskon 12,5%. Pilihan yang tepat adalah ....",Toko B lebih hemat Rp3.500,Toko A lebih hemat Rp5.000,Tidak dapat ditentukan,Keduanya sama,Toko B lebih hemat Rp7.000,A,Hitung total akhir masing-masing toko.,"Bandingkan harga setelah diskon dan biaya tambahan, bukan hanya diskon.",,Toko A = Rp231.000. Toko B = Rp227.500. Toko B lebih hemat Rp3.500.,M1F/R1
M1F-F42-SL-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,3,Sulit,PG,Toko A menjual barang seharga Rp600.000 diskon 40%. Toko B menjual barang sama seharga Rp540.000 diskon 32%. Pilihan yang tepat adalah ....,Toko A lebih hemat Rp7.200,Keduanya sama,Tidak dapat ditentukan,Toko B lebih hemat Rp7.200,Toko A lebih hemat Rp14.400,A,Hitung total akhir masing-masing toko.,"Bandingkan harga setelah diskon dan biaya tambahan, bukan hanya diskon.",,Toko A = Rp360.000. Toko B = Rp367.200. Toko A lebih hemat Rp7.200.,M1F/R1
M1F-F43-SL-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I2,3,Sulit,PG,Barang seharga Rp450.000 memiliki promo diskon 22% atau potongan langsung Rp95.000. Promo yang lebih hemat adalah ....,Potongan langsung lebih hemat Rp4.000,Keduanya sama,Tidak dapat ditentukan,Diskon lebih hemat Rp4.000,Diskon lebih hemat Rp8.500,D,Hitung nilai rupiah dari diskon 22%.,Bandingkan total potongan dari dua promo.,,Promo diskon memberi potongan Rp99.000. Potongan langsung Rp95.000. Diskon lebih hemat Rp4.000.,R1/R2
M1F-F43-SL-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I2,3,Sulit,PG,Barang seharga Rp375.000 memiliki promo diskon 18% atau potongan langsung Rp70.000. Promo yang lebih hemat adalah ....,Diskon lebih hemat Rp5.000,Tidak dapat ditentukan,Potongan langsung lebih hemat Rp2.500,Keduanya sama,Diskon lebih hemat Rp1.250,C,Hitung nilai rupiah dari diskon 18%.,Bandingkan total potongan dari dua promo.,,Promo diskon memberi potongan Rp67.500. Potongan langsung Rp70.000. Potongan langsung lebih hemat Rp2.500.,R1/R2
M1F-F43-SL-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I2,3,Sulit,PG,Barang seharga Rp600.000 memiliki promo diskon 15% lalu voucher Rp20.000 atau potongan langsung Rp100.000. Promo yang lebih hemat adalah ....,Diskon lebih hemat Rp10.000,Tidak dapat ditentukan,Potongan langsung lebih hemat Rp10.000,Keduanya sama,Potongan langsung lebih hemat Rp4.000,A,Hitung nilai rupiah dari diskon 15%.,Bandingkan total potongan dari dua promo.,,Promo diskon memberi potongan Rp110.000. Potongan langsung Rp100.000. Diskon lebih hemat Rp10.000.,R1/R2
M1F-F44-SL-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,3,Sulit,PG,Toko A menawarkan harga Rp500.000 diskon 30% dengan biaya layanan 2% dan ongkir Rp20.000. Toko B memiliki total pembanding Rp390.000. Pilihan yang lebih hemat adalah ....,Tidak dapat ditentukan,Toko B lebih hemat Rp13.000,Keduanya sama,Toko A lebih hemat Rp13.000,Toko B lebih hemat Rp6.500,D,"Hitung total akhir, termasuk ongkir atau biaya layanan.",Subtotal setelah promo adalah Rp350.000.,,Subtotal = Rp350.000. Biaya layanan = Rp7.000. Ongkir = Rp20.000. Total A = Rp377.000. Total B = Rp390.000. Toko A lebih hemat Rp13.000.,R1/R2
M1F-F44-SL-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,3,Sulit,PG,"Toko A menawarkan harga Rp450.000 voucher Rp50.000 dengan biaya layanan 2,5% dan ongkir Rp18.000. Toko B memiliki total pembanding Rp414.000. Pilihan yang lebih hemat adalah ....",Toko A lebih hemat Rp5.000,Toko B lebih hemat Rp14.000,Keduanya sama,Tidak dapat ditentukan,Toko B lebih hemat Rp7.000,B,"Hitung total akhir, termasuk ongkir atau biaya layanan.",Subtotal setelah promo adalah Rp400.000.,,Subtotal = Rp400.000. Biaya layanan = Rp10.000. Ongkir = Rp18.000. Total A = Rp428.000. Total B = Rp414.000. Toko B lebih hemat Rp14.000.,R1/R2
M1F-F44-SL-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,3,Sulit,PG,Toko A menawarkan harga Rp600.000 diskon 35% dan ongkir Rp30.000. Toko B memiliki total pembanding Rp415.000. Pilihan yang lebih hemat adalah ....,Keduanya sama,Toko B lebih hemat Rp5.000,Toko A lebih hemat Rp5.000,Tidak dapat ditentukan,Toko A lebih hemat Rp2.500,B,"Hitung total akhir, termasuk ongkir atau biaya layanan.",Subtotal setelah promo adalah Rp390.000.,,Subtotal = Rp390.000. Biaya layanan = Rp0. Ongkir = Rp30.000. Total A = Rp420.000. Total B = Rp415.000. Toko B lebih hemat Rp5.000.,R1/R2
M1F-F45-SL-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,3,Sulit,PG,"Transaksi berisi 2 kaos @ Rp75.000, 3 topi @ Rp40.000, 5 stiker @ Rp6.000, mendapat voucher Rp25.000. Total pembayaran adalah ....",Rp285.000,Rp265.000,Rp275.000,Rp300.000,Rp269.000,C,Hitung total setiap jenis barang.,"Jumlahkan semua subtotal, lalu terapkan voucher/diskon/ongkir jika ada.",,Total awal = Rp300.000. Voucher = Rp25.000. Diskon total = 0%. Ongkir = Rp0. Total akhir = Rp275.000.,R2
M1F-F45-SL-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,3,Sulit,PG,"Transaksi berisi 3 buku @ Rp18.000, 2 spidol @ Rp12.000, 1 tas kecil @ Rp85.000, dan ongkir Rp15.000. Total pembayaran adalah ....",Rp163.000,Rp168.000,Rp188.000,Rp178.000,Rp193.000,D,Hitung total setiap jenis barang.,"Jumlahkan semua subtotal, lalu terapkan voucher/diskon/ongkir jika ada.",,Total awal = Rp163.000. Voucher = Rp0. Diskon total = 0%. Ongkir = Rp15.000. Total akhir = Rp178.000.,R2
M1F-F45-SL-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,3,Sulit,PG,"Transaksi berisi 2 jaket @ Rp150.000, 3 kaos @ Rp60.000, 4 pin @ Rp5.000, mendapat diskon total 10%. Total pembayaran adalah ....",Rp440.000,Rp450.000,Rp500.000,Rp460.000,Rp445.000,B,Hitung total setiap jenis barang.,"Jumlahkan semua subtotal, lalu terapkan voucher/diskon/ongkir jika ada.",,Total awal = Rp500.000. Voucher = Rp0. Diskon total = 10%. Ongkir = Rp0. Total akhir = Rp450.000.,R2
M1F-F46-SL-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,3,Sulit,PG,"Tabel transaksi: sepatu 1 buah @ Rp300.000 diskon 20%, kaos 2 buah @ Rp75.000 diskon 10%, topi 3 buah @ Rp40.000 diskon 25%. Setelah itu dikenakan ongkir Rp20.000. Total bayar adalah ....",Rp475.000,Rp465.000,Rp505.000,Rp443.750,Rp485.000,E,Hitung harga setelah diskon tiap jenis barang.,Jumlahkan subtotal lalu tambahkan/kurangi biaya tambahan sesuai soal.,,Subtotal setelah diskon = Rp465.000. Voucher = Rp0. Ongkir = Rp20.000. Biaya layanan = Rp0. Total = Rp485.000.,R1/R2
M1F-F46-SL-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,3,Sulit,PG,"Tabel transaksi: jaket 1 buah @ Rp400.000 diskon 30%, tas 1 buah @ Rp250.000 diskon 20%, gantungan 5 buah @ Rp10.000 diskon 0%. Total belanja dikenakan biaya layanan 2%. Total bayar adalah ....",Rp560.600,Rp530.600,Rp540.600,Rp530.000,Rp551.200,C,Hitung harga setelah diskon tiap jenis barang.,Jumlahkan subtotal lalu tambahkan/kurangi biaya tambahan sesuai soal.,,Subtotal setelah diskon = Rp530.000. Voucher = Rp0. Ongkir = Rp0. Biaya layanan = Rp10.600. Total = Rp540.600.,R1/R2
M1F-F46-SL-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,3,Sulit,PG,"Tabel transaksi: buku 4 buah @ Rp25.000 diskon 15%, tas 1 buah @ Rp180.000 diskon 20%, pulpen 10 buah @ Rp4.000 diskon 5%. Setelah semua diskon, pembeli mendapat voucher Rp20.000. Total bayar adalah ....",Rp247.000,Rp267.000,Rp287.000,Rp237.000,Rp292.000,A,Hitung harga setelah diskon tiap jenis barang.,Jumlahkan subtotal lalu tambahkan/kurangi biaya tambahan sesuai soal.,,Subtotal setelah diskon = Rp267.000. Voucher = Rp20.000. Ongkir = Rp0. Biaya layanan = Rp0. Total = Rp247.000.,R1/R2
M1F-F47-SL-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,3,Sulit,PG,Paket A berisi 8 produk seharga Rp112.000 diskon 10%. Paket B berisi 6 produk seharga Rp78.000. Paket yang lebih hemat per produk adalah ....,Paket B lebih hemat Rp400 per unit,Paket A lebih hemat Rp400 per unit,Tidak dapat ditentukan,Keduanya sama,Paket A lebih hemat Rp800 per unit,B,Harga per unit = total harga ÷ jumlah unit.,"Jika ada diskon/ongkir, gunakan total akhir terlebih dahulu.",,Paket A = Rp12.600 per produk. Paket B = Rp13.000 per produk. Paket A lebih hemat Rp400 per unit.,R3
M1F-F47-SL-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,3,Sulit,PG,Paket A berisi 12 produk seharga Rp180.000 dengan ongkir Rp12.000. Paket B berisi 10 produk seharga Rp160.000. Paket yang lebih hemat per produk adalah ....,Tidak dapat ditentukan,Paket A lebih hemat Rp1.000 per unit,Keduanya sama,Semua pilihan salah,"Paket A lebih hemat Rp2.153,85 per unit",C,Harga per unit = total harga ÷ jumlah unit.,"Jika ada diskon/ongkir, gunakan total akhir terlebih dahulu.",,Paket A = Rp16.000 per produk. Paket B = Rp16.000 per produk. Keduanya sama.,R3
M1F-F47-SL-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,3,Sulit,PG,Paket A berisi 5 produk seharga Rp125.000 diskon 20%. Paket B berisi 4 produk seharga Rp88.000. Paket yang lebih hemat per produk adalah ....,Paket B lebih hemat Rp2.000 per unit,Paket A lebih hemat Rp4.000 per unit,Keduanya sama,Tidak dapat ditentukan,Paket A lebih hemat Rp2.000 per unit,E,Harga per unit = total harga ÷ jumlah unit.,"Jika ada diskon/ongkir, gunakan total akhir terlebih dahulu.",,Paket A = Rp20.000 per produk. Paket B = Rp22.000 per produk. Paket A lebih hemat Rp2.000 per unit.,R3
M1F-F48-SL-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,3,Sulit,PG,Opsi A: harga Rp2.000.000 diskon 10% serta biaya/admin 2% dari harga setelah diskon. Opsi B memiliki total akhir Rp2.180.000. Pilihan yang lebih hemat adalah ....,Opsi A lebih hemat Rp688.000,Keduanya sama,Tidak dapat ditentukan,Opsi B lebih hemat Rp344.000,Opsi A lebih hemat Rp344.000,E,Hitung total akhir setiap opsi.,"Untuk mengambil keputusan, bandingkan total yang benar-benar dibayar.",,Total A = Rp1.836.000. Total B = Rp2.180.000. Opsi A lebih hemat Rp344.000.,R1/R2
M1F-F48-SL-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,3,Sulit,PG,Opsi A: harga Rp1.500.000 diskon 15% serta biaya/admin 2% dari harga setelah diskon. Opsi B memiliki total akhir Rp1.350.000. Pilihan yang lebih hemat adalah ....,Opsi B lebih hemat Rp49.500,Keduanya sama,Tidak dapat ditentukan,Opsi A lebih hemat Rp49.500,Opsi A lebih hemat Rp99.000,D,Hitung total akhir setiap opsi.,"Untuk mengambil keputusan, bandingkan total yang benar-benar dibayar.",,Total A = Rp1.300.500. Total B = Rp1.350.000. Opsi A lebih hemat Rp49.500.,R1/R2
M1F-F48-SL-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,3,Sulit,PG,Opsi A: harga Rp800.000 diskon 20% dan ongkir Rp20.000. Opsi B memiliki total akhir Rp705.000. Pilihan yang lebih hemat adalah ....,Opsi B lebih hemat Rp45.000,Tidak dapat ditentukan,Keduanya sama,Opsi A lebih hemat Rp90.000,Opsi A lebih hemat Rp45.000,E,Hitung total akhir setiap opsi.,"Untuk mengambil keputusan, bandingkan total yang benar-benar dibayar.",,Total A = Rp660.000. Total B = Rp705.000. Opsi A lebih hemat Rp45.000.,R1/R2
M1F-F49-SL-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,3,Sulit,PG,"Alya memiliki uang Rp400.000. Ia membeli barang A Rp250.000 diskon 20%, barang B Rp180.000 diskon 10%, dan ongkir Rp25.000. Kesimpulan yang tepat adalah ....",Uang cukup dan sisa Rp13.000,Uang kurang dan sisa Rp13.000,Uang tepat cukup,Tidak dapat ditentukan,Uang cukup dan sisa Rp26.000,A,Hitung total bayar lengkap terlebih dahulu.,Bandingkan total bayar dengan uang yang tersedia.,,Total bayar = Rp387.000. Uang tersedia = Rp400.000. Uang cukup dan sisa Rp13.000.,R1/R2
M1F-F49-SL-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,3,Sulit,PG,"Siswa memiliki uang Rp750.000. Ia membeli barang seharga Rp900.000 diskon 20%, dan biaya/PPN 11%. Kesimpulan yang tepat adalah ....",Uang kurang Rp49.200,Uang cukup dan sisa Rp5.000,Uang tepat cukup,Tidak dapat ditentukan,Uang kurang Rp98.400,A,Hitung total bayar lengkap terlebih dahulu.,Bandingkan total bayar dengan uang yang tersedia.,,Total bayar = Rp799.200. Uang tersedia = Rp750.000. Uang kurang Rp49.200.,R1/R2
